Age,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_EMI,Num_Credit_Cards,Late_Payments,Collateral_Available,Loan_Purpose,DTI_Ratio,Approved
46,96153,324,110272,24,Self-employed,39620,2,0,Yes,Personal,0.4120516260543093,0
55,95388,848,545916,60,Self-employed,1449,2,3,Yes,Auto,0.01519059001132218,0
45,51401,300,747411,12,Salaried,24426,7,4,Yes,Education,0.4752047625532577,0
46,139503,848,788096,12,Salaried,35427,4,2,No,Personal,0.25395152792413067,0
31,147834,440,303091,12,Salaried,40277,9,2,No,Personal,0.27244747487046284,0
58,54084,487,902050,12,Self-employed,31551,6,0,Yes,Auto,0.583370312846683,0
22,130641,427,314064,12,Self-employed,24277,4,2,No,Personal,0.18582986964276146,0
27,125111,500,156121,24,Self-employed,35489,7,3,No,Home,0.28366010982247764,0
38,187523,426,520435,36,Self-employed,45212,9,0,Yes,Personal,0.24110109159943047,0
47,158299,556,651160,12,Salaried,9637,9,4,Yes,Personal,0.06087846417223103,0
